"address","location/lat","location/lng","name","numberOfGuests","pricing/rate/amount","pricing/rate/amount_formatted","pricing/rate/currency","pricing/rate/is_micros_accuracy","pricing/rate_type","pricing/rate_with_service_fee/amount","pricing/rate_with_service_fee/amount_formatted","pricing/rate_with_service_fee/currency","pricing/rate_with_service_fee/is_micros_accuracy","roomType","stars","url"
"Paris, Île-de-France, France","48.85648","2.35106","2 BR/6P Epic View of Hotel de Ville & Notre Dame","6","460","€460","EUR","false","nightly","460","€460","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/52381898"
"Paris, Île-de-France, France","48.86637","2.36496","Beautiful apartment 2BR/6P - Marais/Republique - 7A","6","372","€372","EUR","false","nightly","372","€372","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/49642078"
"Paris, Île-de-France, France","48.8649","2.3645","Superb 2BR/6P flat - Marais/République 15B","6","366","€366","EUR","false","nightly","366","€366","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/49122483"
"Paris, Île-de-France, France","48.847","2.341","Heart of the Latin Quarter: Big loft with AC !","9","446","€446","EUR","false","nightly","446","€446","EUR","false","Entire loft","5","https://www.airbnb.com/rooms/43752479"
"Paris, Île-de-France, France","48.85309","2.35776","ILE-ST-LOUIS, ART  LUXURY, CHARM - MOBILITY  LEASE","4","461","€461","EUR","false","nightly","461","€461","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/1828949"
"Paris, Île-de-France, France","48.87009","2.35992","Oustanding Artist Loft - Between Marais et Canal","6","382","€382","EUR","false","nightly","382","€382","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/36723971"
"Paris, Île-de-France, France","48.8647","2.34837","Loft wth outstanding terrace in the heart of Paris","2",,,,,,,,,,"Entire loft","5","https://www.airbnb.com/rooms/35474730"
"Paris, Île-de-France, France","48.85926","2.34896","Luxury 3 Bedroom 2 Bathroom Loft - Louvre Museum","10","365","€365","EUR","false","nightly","365","€365","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/24225215"
"Paris, Île-de-France, France","48.88771","2.33493","HOUSE IN MONTMARTRE WITH A TERRACE","8","454","€454","EUR","false","nightly","454","€454","EUR","false","Entire home","5","https://www.airbnb.com/rooms/770556"
"Paris, Île-de-France, France","48.84844","2.32988","Charming Apartment at  St Germain des prés","4","401","€401","EUR","false","nightly","401","€401","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/1788777"
"Paris, Île-de-France, France","48.8519","2.37009","Atelier, 2BR/2BA, 6 people","6","420","€420","EUR","false","nightly","420","€420","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/50130087"
"Paris, Île-de-France, France","48.84772","2.3246","Luxueux appartement parisien 6ème","6","460","€460","EUR","false","nightly","460","€460","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/5108844"
"Paris, Île-de-France, France","48.86273","2.3455","Luxury 2 bedroom 2 Bathroom Louvre & Notre Dame","6",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/36033102"
"Paris, France","48.868","2.351","Magnifique Appart 3BR/8P - Montorgueil 8","8","379","€379","EUR","false","nightly","379","€379","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/43939047"
"Paris, Île-de-France, France","48.843","2.342","Panthéon Luxembourg Gardens Charming Two Bedroom","5","373","€373","EUR","false","nightly","373","€373","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/20274638"
"Paris, Île-de-France, France","48.86423","2.36511","Splendid flat 2BR/6P - Marais/Republique","6","366","€366","EUR","false","nightly","366","€366","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/48462427"
"Paris, Île-de-France, France","48.852","2.347","A BALCONY ON NOTRE DAME : SEVERINE","4",,,,,,,,,,"Entire loft","5","https://www.airbnb.com/rooms/2407736"
"Paris, Île-de-France, France","48.86326","2.3556","New apartment in the heart of the Marais","6",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/44142577"
"Paris, Île-de-France, France","48.84542","2.3291","Large Apart 2 minutes to JARDIN DE LUXEMBOURG","6","383","€383","EUR","false","nightly","383","€383","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/34527016"
"Paris, Île-de-France, France","48.86582","2.36266","Superb 2BR/6P flat - Marais/République 15A","6","360","€360","EUR","false","nightly","360","€360","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/50743824"
"Paris, Île-de-France, France","48.87046","2.31129","Rooftop Champs Elysées with unbelievable view","2",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/2892435"
"Paris, Île-de-France, France","48.874","2.343","Grands boulevards Design Folies Bergères","6","364","€364","EUR","false","nightly","364","€364","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/47713803"
"Paris, Île-de-France, France","48.85541","2.34028","LUXURY LOFT in Saint-Germain - Amazing View !","4",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/21889623"
"Paris, Île-de-France, France","48.864","2.344","Trendy 120sqm 2-BDR in Louvre apt 2","4","384","€384","EUR","false","nightly","384","€384","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/12378436"
"Paris, Île-de-France, France","48.87424","2.33091","Amazing Glass Roof/ center of Paris","4",,,,,,,,,,"Entire loft","4.5","https://www.airbnb.com/rooms/11112283"
"Paris, Île-de-France, France","48.845","2.329","So Very Paris 2bd/2ba Luxembourg Gd","4","356","€356","EUR","false","nightly","356","€356","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/2397653"
"Paris, Île-de-France, France","48.85798","2.35729","Amazing one bedroom in Le Marais with balcony","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/48166561"
"Paris, Île-de-France, France","48.86131","2.35987","★ 4 BED/ 3 BATH ★ Spacious flat in Marais ★","10","699","€699","EUR","false","nightly","699","€699","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/41607554"
"Paris, Île-de-France, France","48.85244","2.33652","Outstanding Luxury Flat 4P-Boulevard Saint Germain","4","364","€364","EUR","false","nightly","364","€364","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/39068925"
"Paris, Île-de-France, France","48.85867","2.3073","My Maison - Champ de Mars - Appartement 1 Chambre","4","353","€353","EUR","false","nightly","353","€353","EUR","false","Entire serviced apartment",,"https://www.airbnb.com/rooms/49278924"
"Paris, Île-de-France, France","48.85425","2.33479","Sublime apartment Saint Germain des Prés","6",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/45341148"
"Paris, Île-de-France, France","48.86852","2.35107","Beauquartier Sentier - Le Bel appartement 02","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/49123230"
"Paris, Île-de-France, France","48.87259","2.32674","Amazing apartment 2BR/6P - Madeleine / Haussmann","6","362","€362","EUR","false","nightly","362","€362","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/54257792"
"paris, Île-de-France, France","48.874","2.351","A Trendy 2-BR loft with Parking","6","353","€353","EUR","false","nightly","353","€353","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/37279970"
"Paris, Île-de-France, France","48.873","2.354","NEW Loft Apt in the Heart of Paris - An Ecoloflat","6","375","€375","EUR","false","nightly","375","€375","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/39483620"
"Paris, Île-de-France, France","48.872","2.311","A Wonderful 1-BR in the Champs Elysées","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/53874878"
"Paris, Île-de-France, France","48.86633","2.36079","LivinParis | Luxury 2 Bedrooms Le Marais I","6","364","€364","EUR","false","nightly","364","€364","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/12584693"
"Paris, Île-de-France, France","48.87438","2.29796","Quadrille **** luxurious apartment close to the Champs-Elysées","4","399","€399","EUR","false","nightly","399","€399","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/50586396"
"Paris, Île-de-France, France","48.86861","2.34646","Luxury 3 bedroom 2 bathroom Apartment - LOUVRE - with AC","8",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/53699366"
"Paris, Île-de-France, France","48.87255","2.29855","Comte de Clare **** Cosy apartment close to the Champs-Elysées","4","399","€399","EUR","false","nightly","399","€399","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/50586397"
"Paris, Île-de-France, France","48.87819","2.33874","Edgar Suites Martyrs - Lebas 2","5","379","€379","EUR","false","nightly","379","€379","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/41733817"
"Paris, Île-de-France, France","48.85556","2.32592","Bohemian Chic Duplex In Saint Germain","3",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/17130686"
"Paris, Île-de-France, France","48.87272","2.34162","Sophisticated Gem in the Heart of Paris","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/8707396"
"Paris, Île-de-France, France","48.8812","2.32979","Elegant Apartment Montmartre Paris - 60 m²","4","367","€367","EUR","false","nightly","367","€367","EUR","false","Room in serviced apartment","4.5","https://www.airbnb.com/rooms/17302485"
"Paris, Paris province, France","48.87031","2.33383","Voyageur Sans Bagage, 3BR/3BA, 7 people","7","425","€425","EUR","false","nightly","425","€425","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/24458865"
"Paris, Île-de-France, France","48.87044","2.32805","Luxury appartement with Eiffel Tower view","4","450","€450","EUR","false","nightly","450","€450","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/47017463"
"Paris, Île-de-France, France","48.86208","2.36064","Luxury 3 bedroom Apartment - Le Marais","6","381","€381","EUR","false","nightly","381","€381","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/34460831"
"Paris, Île-de-France, France","48.871","2.306","Superb apartment-2BR/4P- Champs Elysées","4","357","€357","EUR","false","nightly","357","€357","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/39239146"
"Paris, Île-de-France, France","48.85219","2.34342","Duplex St-Michel - Quartier latin","5","403","€403","EUR","false","nightly","403","€403","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/13119109"
"Paris, Île-de-France, France","48.85846","2.34833","Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Family apartment in Les Halles with balcony & AC","6","404","€404","EUR","false","nightly","404","€404","EUR","false","Entire serviced apartment","4.5","https://www.airbnb.com/rooms/22315176"
"Paris, Île-de-France, France","48.8542","2.32515","Gorgeous apartment & terrace in the heart of Paris","2","363","€363","EUR","false","nightly","363","€363","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/13152868"
"Paris, Île-de-France, France","48.86905","2.35869","Superbe appartement ancien & arty dans le Marais","4","365","€365","EUR","false","nightly","365","€365","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/52296057"
"Paris, Île-de-France, France","48.86464","2.34998","Spacious Loft in the Center of Paris","14","407","€407","EUR","false","nightly","407","€407","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/43772176"
"Paris, Paris province, France","48.85091","2.3765","Jungle Juice, 3BR/2BA, 6 people","6","436","€436","EUR","false","nightly","436","€436","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/42528320"
"Paris, Paris province, France","48.86489","2.34957","La Rue, 2BR/2BA, 6 people","6","362","€362","EUR","false","nightly","362","€362","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/43155400"
"Paris, Île-de-France, France","48.85403","2.34155","Bright, Updated Flat Near Notre Dame","4","376","€376","EUR","false","nightly","376","€376","EUR","false","Entire serviced apartment","5","https://www.airbnb.com/rooms/33324506"
"Paris, Île-de-France, France","48.86937","2.34927","LivinParis | Luxury 3 Bedrooms Grand-Boulevard II","8","396","€396","EUR","false","nightly","396","€396","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/13386132"
"Paris, Île-de-France, France","48.865","2.36","Romantic 17century in the center of Paris/Marais","2",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/6794735"
"Paris, Île-de-France, France","48.87081","2.32366","Very spacious newly renovated apt near Madeleine","4","371","€371","EUR","false","nightly","371","€371","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/49482216"
"Paris, Île-de-France, France","48.88289","2.31208","Sonder L'Edmond Parc Monceau | Superior King Suite+ w/ Rooftop","4","427","€427","EUR","false","nightly","427","€427","EUR","false","Room in boutique hotel",,"https://www.airbnb.com/rooms/53184208"
"Paris, Île-de-France, France","48.88274","2.32863","Sublime and new apartment Haussmann Opera","12","429","€429","EUR","false","nightly","429","€429","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/54253436"
"Paris, Île-de-France, France","48.85088","2.34676","A DUPLEX IN THE SKY","4","434","€434","EUR","false","nightly","434","€434","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/29836667"
"Paris, Île-de-France, France","48.87816","2.3469","LivinParis | Luxury 4 Bedrooms Opera Lafayette II","10","453","€453","EUR","false","nightly","453","€453","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/19230958"
"Paris, Île-de-France, France","48.8762","2.34742","LivinParis | Luxury 4 Bedrooms Opera Lafayette IV","10","472","€472","EUR","false","nightly","472","€472","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/19263737"
"Paris, Île-de-France, France","48.874","2.347","Sweet Inn | Unique 3BR in the X arrondissement","6","467","€467","EUR","false","nightly","467","€467","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/42078861"
"Paris, Île-de-France, France","48.85873","2.35798","Superb apartment in the marais","6",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/34513084"
"Paris, Île-de-France, France","48.88","2.337","Incredible apartment 1BR/4P with a patio","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/52494444"
"Paris, Île-de-France, France","48.86514","2.35232","LUXUEUX 3 pièces centre REAUMUR MONTORGUEIL 75002","4","370","€370","EUR","false","nightly","370","€370","EUR","false","Entire condo",,"https://www.airbnb.com/rooms/44053131"
"Paris, Île-de-France, France","48.858","2.35394","MARAIS charming luxury II","6",,,,,,,,,,"Entire rental unit",,"https://www.airbnb.com/rooms/12471296"
"Paris, Île-de-France, France","48.85782","2.30536","Tour Eiffel - Summer in a beautiful 3 bedrooms","6","400","€400","EUR","false","nightly","400","€400","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/6486356"
"Paris, Île-de-France, France","48.864","2.33","Historical Flat Facing Louvre & Tuileries, 95m2","6",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/21442952"
"Paris, Île-de-France, France","48.86564","2.32979","Charming Apt at the High Fashion Neighborhood","4",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/6352303"
"Paris, Île-de-France, France","48.841","2.325","Sunny, X large & arty family apartment","8","400","€400","EUR","false","nightly","400","€400","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/1036502"
"Paris, Île-de-France, France","48.86875","2.34925","Beauquartier Sentier - Le Bel appartement 04","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/49123235"
"Paris, Île-de-France, France","48.85627","2.36098","Magnifique appartement au coeur du Marais","8",,,,,,,,,,"Entire serviced apartment","5","https://www.airbnb.com/rooms/20407186"
"Paris, Île-de-France, France","48.875","2.329","Deux studios communicants **** au cœur d'Opéra","4","392","€392","EUR","false","nightly","392","€392","EUR","false","Room in aparthotel","4","https://www.airbnb.com/rooms/39521461"
"Paris, Île-de-France, France","48.87212","2.34953","Luxurious and new apartment in the center of Paris","9",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/53120782"
"Paris, France","48.874","2.344","Two Rooms perfect for Families","4","441","€441","EUR","false","nightly","441","€441","EUR","false","Room in boutique hotel","5","https://www.airbnb.com/rooms/25419927"
"Paris, Île-de-France, France","48.8868","2.34527","Location  Paris  Montmartre vue exceptionnelle !","6","411","€411","EUR","false","nightly","411","€411","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/24068704"
"Paris, Île-de-France, France","48.87258","2.35188","Gorgeous loft bohemiam style Canal St Martin 4/6P","6",,,,,,,,,,"Entire loft","4.5","https://www.airbnb.com/rooms/44143479"
"Paris, Île-de-France, France","48.87276","2.36287","Loft @Canal St Martin & République w 3 BR & 3 bath","6","424","€424","EUR","false","nightly","424","€424","EUR","false","Entire loft","4.5","https://www.airbnb.com/rooms/15080761"
"Paris, Île-de-France, France","48.86823","2.28331","Paris sublime appartement avec jardins","4","420","€420","EUR","false","nightly","420","€420","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/34851676"
"Paris, Île-de-France, France","48.867","2.304","Avenue Montaigne Apartment in the Luxury Heart of Paris","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/15593539"
"Paris, Île-de-France, France","48.87","2.344","The olive Tree 2bedrms Apt with AC at Opéra Bourse","6",,,,,,,,,,"Room in aparthotel","5","https://www.airbnb.com/rooms/35641922"
