"address","location/lat","location/lng","name","numberOfGuests","pricing/rate/amount","pricing/rate/amount_formatted","pricing/rate/currency","pricing/rate/is_micros_accuracy","pricing/rate_type","pricing/rate_with_service_fee/amount","pricing/rate_with_service_fee/amount_formatted","pricing/rate_with_service_fee/currency","pricing/rate_with_service_fee/is_micros_accuracy","roomType","stars","url"
"Paris, Île-de-France, France","48.88114","2.34271","Cosy flat for 2people near Pigalle","2","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/30807067"
"Paris, Île-de-France, France","48.8616","2.34373","Cosy flat in Louvre area","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/20986421"
"Paris, Île-de-France, France","48.84","2.352","Chambre Cosy dans le 5ème arrondissement","2","191","€191","EUR","false","nightly","191","€191","EUR","false","Room in hotel","4.5","https://www.airbnb.com/rooms/46457900"
"Paris, Île-de-France, France","48.86592","2.3584","★ Marais ★ Spacious & Central 2 Bedroom ★","5","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/24647360"
"Paris, Île-de-France, France","48.881","2.323","Pop Room Trio","3","196","€196","EUR","false","nightly","196","€196","EUR","false","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/33921781"
"Paris, Île-de-France, France","48.88239","2.28581","Modern Haussmanian apartment, Palais de Congres","5","196","€196","EUR","false","nightly","196","€196","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/14327967"
"Paris, Île-de-France, France","48.85209","2.37328","Nice 2 bedrooms apartment at Bastille, Paris 11th","4","195","€195","EUR","false","nightly","195","€195","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/13559824"
"Paris, Île-de-France, France","48.86824","2.35004","Charming flat in the historic centre of Paris - Welkeys","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/50931749"
"Paris, Île-de-France, France","48.85818","2.35859","Paris: Cosy appartment in the heart of ""Le Marais""","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/31725532"
"Paris, Île-de-France, France","48.86871","2.35085","Luxury Bright Flat 4P - Heart of Paris SD11","4","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/48820666"
"Paris, Île-de-France, France","48.876","2.327","Room for three people | Grand Hotel Normandie","3","196","€196","EUR","false","nightly","196","€196","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/52893955"
"Paris, France, France","48.8449","2.38394","Paris Centre, gorgeous panorama, terrace, design","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/3398914"
"Paris, France","48.868","2.351","Magnifique Appart 1BR/4P - Montorgueil 2","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/43938956"
"Paris, Île-de-France, France","48.864","2.36","Le  Marais","5","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/3534398"
"Paris, Île-de-France, France","48.858","2.35","★ Superb Balcony Double Room","2","195","€195","EUR","false","nightly","195","€195","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/52744385"
"Paris, Île-de-France, France","48.86782","2.28053","TROCADERO, ÉLÉGANT APPARTEMENT EN BAIL MOBILITÉ","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/37935360"
"Paris, Île-de-France, France","48.849","2.29","Le calme et le confort vue Tour Eiffel","4","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/31381702"
"Paris, Île-de-France, France","48.8399","2.29887","Charming 80m2 near the Eiffel Tower","4","194","€194","EUR","false","nightly","194","€194","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/23848290"
"Paris, Île-de-France, France","48.86067","2.37535","Voltaire haussmannien 1 min métro logement entier","8","196","€196","EUR","false","nightly","196","€196","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/35145561"
"Paris, Paris province, France","48.864","2.357","RARE - Gorgeous Apartment in the Haut-Marais!","2","196","€196","EUR","false","nightly","196","€196","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/21654429"
"Paris 15e, France","48.83545","2.28771","Duplex - Théodebert  Porte de Versailles","4","196","€196","EUR","false","nightly","196","€196","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/38870359"
"Paris, Île-de-France, France","48.83368","2.34533","Duplex in a house of 3 floors","4","196","€196","EUR","false","nightly","196","€196","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/3945080"
"Paris, Île-de-France, France","48.873","2.34439","Classique Single","1","195","€195","EUR","false","nightly","195","€195","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/50297998"
"Paris, Île-de-France, France","48.855","2.363","Charming flat/heart of Paris/Marais","3","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/2020256"
"Paris, Île-de-France, France","48.85196","2.32179","Lovers! Charming Duplex rue du Bac","2","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire loft","5","https://www.airbnb.com/rooms/1675153"
"Paris, Île-de-France, France","48.84574","2.34071","Latin Quarter - Cozy and quiet room!","4","145","€145","EUR","false","nightly","145","€145","EUR","false","Entire loft","5","https://www.airbnb.com/rooms/45450382"
"Paris, Île-de-France Region, France","48.8642","2.27667","CHAMBRE DOUBLE DESIGN","2","196","€196","EUR","false","nightly","196","€196","EUR","false","Room in boutique hotel",,"https://www.airbnb.com/rooms/30952007"
"Paris, France","48.878","2.347","Large Room nearby Montmartre","2","193","€193","EUR","false","nightly","193","€193","EUR","false","Room in boutique hotel",,"https://www.airbnb.com/rooms/26051026"
"Paris, Île-de-France, France","48.85838","2.35882","Clair de Lune, 2BR/1BA, 6 people","6","195","€195","EUR","false","nightly","195","€195","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/9675109"
"Paris 4e, France","48.85986","2.35751","Bright apartment - Marais, Paris","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/30955597"
"Paris, Île-de-France, France","48.85974","2.36485","LE MARAIS BEAUTIFUL PLACE TO STAY","2","195","€195","EUR","false","nightly","195","€195","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/6210284"
"Paris, Île-de-France, France","48.877","2.296","★ Superb Classic Room","2","193","€193","EUR","false","nightly","193","€193","EUR","false","Room in hotel","4.5","https://www.airbnb.com/rooms/51013923"
"Paris, Île-de-France, France","48.87825","2.3379","Appartement calme et cosy au cœur de Paris","4","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/51160302"
"Paris, Île-de-France, France","48.87061","2.36039","Beautiful apartment in center of Paris","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/39498957"
"Paris, Île-de-France, France","48.89476","2.32971","Superbe 3 pièces ensoleillé /Great 2BDR sunny flat","6","194","€194","EUR","false","nightly","194","€194","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/43833465"
"Paris, France","48.874","2.304","Double room breakfasts included","2","194","€194","EUR","false","nightly","194","€194","EUR","false","Room in boutique hotel",,"https://www.airbnb.com/rooms/26046499"
"Paris-12E-Arrondissement, Île-de-France, France","48.84808","2.39282","Appartement familial Paris Nation","4","195","€195","EUR","false","nightly","195","€195","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/13134495"
"Paris, Île-de-France, France","48.877","2.296","★ Superb Twin Room","2","193","€193","EUR","false","nightly","193","€193","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/51013724"
"Vanves, Île-de-France, France","48.821","2.293","Spacious duplex close to Paris","4","195","€195","EUR","false","nightly","195","€195","EUR","false","Entire loft","5","https://www.airbnb.com/rooms/10669354"
"Paris, Île-de-France, France","48.861","2.344","★ Classic Comfort room in a 3* hotel","2","196","€196","EUR","false","nightly","196","€196","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/54064058"
"Paris, Île-de-France, France","48.88523","2.34947","Hotel Nation Montmartre * DOUBLE CONFORT","2","195","€195","EUR","false","nightly","195","€195","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/53230192"
"Paris, Île-de-France, France","48.87367","2.34799","Hotel Aida Opera 3* - Double Sup - Centre Paris","2","194","€194","EUR","false","nightly","194","€194","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/50672723"
"Paris, Île-de-France, France","48.88617","2.32441","Charming appartement in the heart of Batignolles","5","195","€195","EUR","false","nightly","195","€195","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/50191041"
"Paris, Île-de-France, France","48.8577","2.28041","Chambre Solo","2","196","€196","EUR","false","nightly","196","€196","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/51441412"
"Paris, Île-de-France, France","48.88083","2.33333","Chambre Simple Standard","1","193","€193","EUR","false","nightly","193","€193","EUR","false","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35701867"
"Paris, Île-de-France, France","48.88092","2.33406","Chambre Twin Standard","2","193","€193","EUR","false","nightly","193","€193","EUR","false","Room in boutique hotel",,"https://www.airbnb.com/rooms/35701874"
"Paris, Île-de-France Region, France","48.849","2.408","Luxurious Deluxe Room","2","194","€194","EUR","false","nightly","194","€194","EUR","false","Room in boutique hotel",,"https://www.airbnb.com/rooms/29200471"
"Paris, Île-de-France, France","48.85911","2.27981","Vitality : great localisation in 16th","3","195","€195","EUR","false","nightly","195","€195","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/51899854"
"Asnières, Île-de-France Region, France","48.90859","2.28876","Family apartment near Paris","3","196","€196","EUR","false","nightly","196","€196","EUR","false","Room in aparthotel","5","https://www.airbnb.com/rooms/31583764"
"Paris, Île-de-France, France","48.88653","2.33718","MONTMARTRE-Quadruple room/private bathroom","4","192","€192","EUR","false","nightly","192","€192","EUR","false","Room in hotel","4.5","https://www.airbnb.com/rooms/33546996"
"Paris, Île-de-France, France","48.867","2.288","Chambre détente entre Champs-Elysées et Trocadero","2","196","€196","EUR","false","nightly","196","€196","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/33209921"
"Paris, Île-de-France Region, France","48.88","2.292","Hotel Regent's Garden**** - Standard Double room","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in boutique hotel","5","https://www.airbnb.com/rooms/33331581"
"Courbevoie, Île-de-France, France","48.897","2.236","★ 3 rooms Courbevoie Paris La Défense & Parking ★","10","195","€195","EUR","false","nightly","195","€195","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/24183644"
"Paris, Île-de-France, France","48.8789","2.33468","Chambre Double Standard","2","193","€193","EUR","false","nightly","193","€193","EUR","false","Room in boutique hotel",,"https://www.airbnb.com/rooms/35701863"
"Vanves, Île-de-France, France","48.82037","2.28314","Vanves Door of Versailles (Paris) Apartment loft","5","195","€195","EUR","false","nightly","195","€195","EUR","false","Entire loft","5","https://www.airbnb.com/rooms/13036068"
"Paris, Île-de-France, France","48.849","2.347","Cozy wall art Pantheon","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/16327971"
"Bois-Colombes, Île-de-France, France","48.91226","2.2715","BUSINESS ROOM NEAR PARIS ST LAZARE AND LA DEFENSE","2","192","€192","EUR","false","nightly","192","€192","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/35245528"
"Paris, Île-de-France, France","48.85612","2.33985","Here beats the heart of Paris","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/979596"
"Paris, Île-de-France, France","48.85749","2.26496","Fantastic 90m2 Flat with big Terrace in Paris16th","4","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/17510078"
"Paris, Île-de-France, France","48.84766","2.31751","Brand New appartement in the Bon Marché Paris VIII","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/45280830"
"Paris, Île-de-France, France","48.84399","2.36178","Sweet Jardin des plantes","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/50572825"
"Paris, Île-de-France, France","48.843","2.328","Superb flat 200m from the Luxembourg Gardens","9","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/15770906"
"Paris, Île-de-France, France","48.886","2.345","Amazing balconies with Montmartre view.","5","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/45201023"
"Paris, Île-de-France, France","48.85093","2.39007","Dream in Paris","5","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire condo","5","https://www.airbnb.com/rooms/35091166"
"Paris, Île-de-France, France","48.847","2.33","Appartement tout le charme l'ancien, refait à neuf","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/53306026"
"Paris, France","48.859","2.35","Crisp Le Marais 2BR, minutes from RER stations, by Blueground","4","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/43315405"
"Paris, Île-de-France, France","48.86834","2.36697","Loft en duplex, Canal Saint-Martin","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire loft","5","https://www.airbnb.com/rooms/1694107"
"Paris, Île-de-France, France","48.87081","2.298","Champs-Elysées - Colomb 32: Apt. cosy for 3","3","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire condo",,"https://www.airbnb.com/rooms/53583310"
"Paris, Île-de-France, France","48.85789","2.36187","Chambre d'hôte Paris Marais - ""Assia et Nathalie""","2","191","€191","EUR","false","nightly","191","€191","EUR","false","Private room in bed and breakfast",,"https://www.airbnb.com/rooms/48971783"
"Paris, Île-de-France, France","48.87989","2.35213","Superbe appt haussmanien, balcon proche Montmartre","6","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/42600374"
"Paris, Île-de-France, France","48.87642","2.3719","stunning views over Paris","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/3082270"
"Paris, Île-de-France, France","48.857","2.306","Comfortable cocoon 5 min from the Champ de Mars","1","190","€190","EUR","false","nightly","190","€190","EUR","false","Room in hotel","5","https://www.airbnb.com/rooms/34556115"
"Paris, Île-de-France, France","48.8804","2.33926","Charming sunny home near Montmartre","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/6773217"
"Paris, Île-de-France, France","48.86585","2.35835","Modern cozy flat in the Marais","6","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/10130386"
"Paris, Île-de-France, France","48.881","2.328","Chambre séjours longue durée - sans cuisine","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Private room in serviced apartment",,"https://www.airbnb.com/rooms/44012900"
"Paris, Île-de-France, France","48.85935","2.36406","Fantastic, renovated apartment!","6","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/899839"
"Paris, Île-de-France, France","48.8498","2.3799","Sous Plex 6 personnes refait à neuf - PARIS 11","6","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53056224"
"Paris, Île-de-France, France","48.83642","2.28878","Very luxurious apartment 45m2 Parc des Expositions","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/37531038"
"Paris, Île-de-France, France","48.84643","2.32476","LeVraiParis 5* & SuperHost Rated","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/1947121"
"Paris, Île-de-France, France","48.83431","2.34236","3-ROOM apartment balcony/parking, ideal for family","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/37730391"
"Paris, Île-de-France, France","48.87283","2.31668","Nice & modern flat at the heart of Paris, 5 min to Champs-Elysées - Welkeys","6","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","3.5","https://www.airbnb.com/rooms/52647838"
"Paris, Île-de-France, France","48.85594","2.26986","Appartement - Dagobert 16 ème","4","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/52645884"
"Paris, Île-de-France, France","48.84508","2.34763","Beautiful 2BR Latin area / Saint Germain TERRASSE","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/35018043"
"Paris, France","48.84272","2.36236","Studio Comfort located on left bank of the Seine","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire serviced apartment","5","https://www.airbnb.com/rooms/31731673"
"Paris, Île-de-France, France","48.86627","2.34526","Montorgeuil Louvre flat accomodates 6 persons","6","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/1783495"
"Paris, Île-de-France, France","48.87056","2.39279","Exceptionnel à Paris","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/47728322"
"Paris, Île-de-France, France","48.88419","2.34927","DELICIOUS LOFT PARIS- MONTMARTRE/SACRE-COEUR","7","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire condo","5","https://www.airbnb.com/rooms/33938733"
"Paris, Île-de-France, France","48.86968","2.38886","Charming family loft near the Parc de Belleville","6","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire loft","5","https://www.airbnb.com/rooms/51949971"
"Paris, Île-de-France, France","48.82944","2.35625","Beautiful Paris view - Place d'Italie","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/12399745"
"Paris, Île-de-France, France","48.84279","2.3629","Enjoy the view","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/51214017"
"Paris, Île-de-France, France","48.86303","2.34064","CENTRE DE PARIS, 2 ÉTAGES, 3 CHAMBRES, 5 VOYAGEURS","5","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/2152303"
"Paris, Île-de-France, France","48.85273","2.34875","Romantic 60 m2 overlooking the Seine","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/2625402"
"Paris, Île-de-France, France","48.869","2.352","Sweet Inn | Bright 1BR Apt. in the II arrondissement","3","187","€187","EUR","false","nightly","187","€187","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/19814216"
"Paris, Île-de-France, France","48.84433","2.32913","Loft Jardin Luxembourg","5","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/46016115"
"Paris, Île-de-France, France","48.85258698428749","2.358662624740762","Île Saint Louis superbe studio","3","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/26490570"
"Paris, Île-de-France, France","48.86136","2.3627","Lovely one bedroom heart of the Marais Paris 3","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/40625011"
"Paris, Île-de-France, France","48.83639","2.35465","Appartement d'intellectuels  ""Comme chez des amis""","3","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/31939718"
"Paris, Île-de-France, France","48.84076","2.32208","GuestReady - French New Wave Style Apartment near Montparnasse","6","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/48115054"
"Paris, Île-de-France, France","48.84171","2.36133","Le rêve ! Triplex-terrasse dans le ciel de Paris","3","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/41332856"
"Paris, Île-de-France, France","48.86953","2.35493","201 BLUE NIGHT APPARTEMENT MARAIS","4","192","€192","EUR","false","nightly","192","€192","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/52343557"
"Paris, Paris province, France","48.864","2.357","Gorgeous studio in the Haut-Marais","3","187","€187","EUR","false","nightly","187","€187","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/21581164"
"Paris, Île-de-France, France","48.84996","2.34614","For a Parisian stay combining finesse and comfort","1","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/35825990"
"Paris, France","48.83654","2.32496","Spacious Parisian room-Separate beds - Hygiene +++","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in boutique hotel","5","https://www.airbnb.com/rooms/24768442"
"Paris, Île-de-France, France","48.84543","2.38294","3 chambres avec jardin, comme une maison à Paris","6","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/50347043"
"Paris, Île-de-France, France","48.89174","2.32866","Unwind on the Balcony at a Sunny Spot in Montmartre","3","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/30263578"
"Paris, Île-de-France, France","48.86473","2.36387","ARTIST FLAT    LE  MARAIS 77 M2 ON PARISIAN SQUARE","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/311573"
"Paris, Île-de-France, France","48.87037","2.30509","Charming flat ON the Avenue des Champs-Elysées !","4","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/32190684"
"Paris, Île-de-France, France","48.85821","2.28108","[2 bdrm] SPACIOUS Trocadéro Eiffel Tower Apt","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/29791661"
"Paris, Île-de-France, France","48.84685","2.35322","Mouffetard - Panthéon 1 : bel appartement pour 4","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/52484811"
"Paris, Île-de-France, France","48.879","2.339","CHARMING APPARTMENT WITH BEAUTIFUL VIEW OF PARIS","5","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/18367719"
"Paris, Île-de-France, France","48.85501","2.40702","Splendide appartement : Campagne a Paris","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/46524023"
"Paris, Île-de-France, France","48.88712","2.33902","Luxury, sunny flat with breathtaking view on Paris","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/35513043"
"Paris, Île-de-France, France","48.87566","2.37569","Appt moderne 80m2 avec grand balcon et parc privé","6","192","€192","EUR","false","nightly","192","€192","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/41223535"
"Paris, Île-de-France, France","48.84654","2.35232","* Spacious apartment with Parking @ Saint-Michel *","4","187","€187","EUR","false","nightly","187","€187","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/40633728"
"Paris, Île-de-France, France","48.85997","2.36867","Amazing Flat in Le Marais","4","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/41421234"
"Paris, Île-de-France, France","48.85847","2.37711","♥ Large apartment in République - 6P","6","192","€192","EUR","false","nightly","192","€192","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/46770322"
"PARIS, Île-de-France, France","48.871","2.364","A Stunning 1-BR in Canal St Martin / Republique","4","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/38432193"
"Paris, Île-de-France, France","48.84155","2.35248","Luxembourg Chic, one bedroom apartment (Paris 5th)","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/5332678"
"Paris, Île-de-France, France","48.882","2.332","Hotel Josephine by HappyCulture -  Superior Room","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in boutique hotel",,"https://www.airbnb.com/rooms/40629652"
"Paris, Île-de-France, France","48.86894","2.37378","Design 1-bedroom flat in Paris 11th trendy hood","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire condo",,"https://www.airbnb.com/rooms/54132489"
"Paris 4e, France","48.85917","2.35769","Charming apartment close to Notre Dame","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/31083152"
"Paris, Île-de-France, France","48.84265","2.26504","Appartement atypique","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/18669106"
"Paris, Île-de-France, France","48.883","2.36","4 pieces familial | 80 m2 | Paris Gare du Nord","5","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/5587590"
"Paris, Île-de-France, France","48.84443","2.2821","Very nice and spacious apartment (839 ft2)","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/19974989"
"Paris, Île-de-France, France","48.8424","2.33262","Cosy Room Hydro-massage Shower, Free Cancel","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in hotel","4.5","https://www.airbnb.com/rooms/43888201"
"Paris, Île-de-France, France","48.87053","2.363","Appartement 73m2 en plein coeur de Paris !","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/35251583"
"Paris 18e, France","48.89426","2.34035","(̶◉͛‿◉̶) ✦15' MONTMARTRE✦Spac 1BDR flat w/2balcony","2","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/32706783"
"Paris, France","48.83631","2.32481","Spacious Parisian room - Strong Hygiene Measures","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in boutique hotel","4.5","https://www.airbnb.com/rooms/24768441"
"Paris, Île-de-France, France","48.87109","2.34611","Opéra - Folies Bergères 1 : appt. cosy pour 5","5","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/52484991"
"Paris, Île-de-France, France","48.86413","2.37033","GuestReady - Fantastic 1BR Flat – 100m away from Oberkampf","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/45145364"
"Paris, Île-de-France, France","48.881","2.328","Secret room in the heart of Paris","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Room in boutique hotel","5","https://www.airbnb.com/rooms/33703577"
"Paris, Île-de-France, France","48.863","2.355","Paris - Appartement de charme au cœur du Marais","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/53286957"
"Paris, Île-de-France, France","48.879","2.343","★ Spacious bedroom - 3 guests","3","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in hotel","4.5","https://www.airbnb.com/rooms/53603944"
"Paris, Île-de-France, France","48.8789","2.35439","105 sqm/3 bedrooms Gare du Nord / Canal St martin","5","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/30858454"
"Paris, Île-de-France, France","48.88848","2.34263","Charming apartment in Montmartre","4","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/795223"
